t,"DePM,L=20","DeEPCA,L=20","ADePM $\beta=\beta^*$,L=20","ADePM $\beta=\beta_t$,L=20","DePM,L=40","DeEPCA,L=40","ADePM $\beta=\beta^*$,L=40","ADePM $\beta=\beta_t$,L=40"
176,0.0072951093881279405,0.007166393952021896,0.0004344671237900402,0.00039462209943442767,0.007165341622006146,0.007165340105555319,2.8560936846363995e-09,1.0369659968656398e-06
177,0.007088486701232169,0.0069599502857964355,0.00043446712373704363,0.00039459255660367,0.00695892833847416,0.006958926822091493,2.8560937584105927e-09,9.546896407140922e-07
178,0.006887816639089936,0.006759453127484047,0.0004344671236888815,0.0003945653700990234,0.006758460692530427,0.006758459176215591,2.85609403375056e-09,8.789550791205353e-07
179,0.006692927953301133,0.0065647312372801095,0.00043446712364522385,0.0003945403513010215,0.006563767469027177,0.006563765952779216,2.8560939911552545e-09,8.09242174379671e-07
180,0.00650365432409886,0.006375618302621745,0.0004344671236055765,0.00039451732679075065,0.006374682379376032,0.00637468086319412,2.856094030765265e-09,7.450721453119524e-07
181,0.006319834219011233,0.006191952796740675,0.0004344671235696014,0.0003944961371099255,0.006191043920117042,0.006191042404000599,2.856094138945843e-09,6.860042790731579e-07
182,0.006141310755556007,0.0060135778412470165,0.0004344671235369428,0.0003944766356238905,0.00601269523552223,0.006012693719470323,2.8560941013759536e-09,6.316329030442682e-07
183,0.005967931567852799,0.005840341072634622,0.0004344671235073038,0.0003944586874790554,0.005839483984116513,0.0058394824681285915,2.8560942099201454e-09,5.815846001018873e-07
184,0.0057995486770459495,0.005672094512596578,0.0004344671234803647,0.0003944421686470713,0.005671262209010732,0.005671260693086013,2.8560942466634433e-09,5.355156433842591e-07
185,0.005636018365429295,0.005508694442044686,0.0004344671234560029,0.00039442696504771147,0.005507886211937666,0.005507884696075249,2.856094365680718e-09,4.931096359238243e-07
186,0.005477201054170906,0.005350001278729185,0.0004344671234339524,0.00039441297174397876,0.005349216430886681,0.0053492149150856805,2.8560945012948115e-09,4.540753375481094e-07
187,0.005322961184534826,0.005195879458356363,0.0004344671234139754,0.0003944000922039132,0.005195117321237361,0.005195115805497133,2.8560945614441013e-09,4.1814466454178296e-07
188,0.005173167102503646,0.00504619731910655,0.00043446712339587816,0.00039438823762235026,0.005045457240293038,0.005045455724612683,2.856094662448677e-09,3.8507084855065204e-07
189,0.005027690946703522,0.004900826989456445,0.0004344671233795257,0.00039437732629840237,0.004900108335118236,0.004900106819496929,2.8560945793487834e-09,3.546267419526838e-07
190,0.004886408539542072,0.0047596442792126915,0.0004344671233644421,0.0003943672830632927,0.004758946433585646,0.0047589449180226754,2.8560944463676175e-09,3.26603258000469e-07
191,0.004749199281464626,0.004622528573665184,0.00043446712335058654,0.000394358038755583,0.004621850938543888,0.004621849423038462,2.856094437824224e-09,3.008079336468543e-07
192,0.004615946048243686,0.004489362730771392,0.00043446712333818305,0.0003943495297380202,0.004488704725016847,0.004488703209567978,2.8560942326364254e-09,2.770636090160867e-07
193,0.004486535091214999,0.004360032981288826,0.0004344671233269442,0.0003943416974544186,0.004359394040347505,0.004359392524954608,2.8560941300008013e-09,2.552072106895506e-07
194,0.004360855940375902,0.004234428831767945,0.00043446712331684026,0.00039433448802227454,0.004233808407205592,0.004233806891867595,2.856094165626191e-09,2.350886314813433e-07
195,0.004238801310267073,0.004112442970327412,0.0004344671233075159,0.00039432785185804074,0.004111840529374411,0.004111839014090694,2.8560941989286455e-09,2.1656969836978923e-07
196,0.0041202670085561215,0.003993971175131321,0.00043446712329902747,0.0003943217433330272,0.003993386200241611,0.003993384685011293,2.8560941459829304e-09,1.995232254103687e-07
197,0.0040051518472488026,0.003878912225491594,0.00043446712329147025,0.0003943161204564536,0.0038783442139129084,0.0038783426987352406,2.8560941924324756e-09,1.8383213884567616e-07
198,0.0038933575564525586,0.0037671678155213983,0.00043446712328451125,0.0003943109445848013,0.0037666162788776957,0.0037666147637516185,2.856094075855717e-09,1.693886740228888e-07
199,0.003784788700618416,0.0036586424702668157,0.00043446712327821263,0.000394306180153706,0.0036581069341515265,0.0036581054190762247,2.8560939956880227e-09,1.5609363459490013e-07
200,0.0036793525971936542,0.0035532434642449747,0.0004344671232723552,0.0003943017944327968,0.003552723467826483,0.003552721952801353,2.8560940401840316e-09,1.4385571145205738e-07
